No,year,month,day,hour,PM2_5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
29641,2016,7,18,0,93,93,2,40,900,114,26.3,1003.5,20.2,0,SSE,1.1,Aotizhongxin
29653,2016,7,18,12,107,107,6,44,1200,135,28.4,1003.3,21.4,0,ESE,1.6,Aotizhongxin
29665,2016,7,19,0,63,63,4,63,900,60,24.4,1003.3,20.7,0,NE,1.2,Aotizhongxin
29677,2016,7,19,12,95,95,2,41,1000,41,23.5,1003.3,21.8,0.3,NNE,1.6,Aotizhongxin
29689,2016,7,20,0,102,102,2,35,1200,53,23.6,1003.2,20.1,0,ENE,1.7,Aotizhongxin
29701,2016,7,20,12,12,12,2,14,500,68,21.7,996,20.9,20.3,ENE,5.8,Aotizhongxin
29713,2016,7,21,0,10,10,2,15,500,53,22.1,995.8,21.4,0.8,N,1.4,Aotizhongxin
29725,2016,7,21,12,14,35,2,10,600,47,25.5,997.1,23,0.1,NE,1.3,Aotizhongxin
29737,2016,7,22,0,78,78,2,33,1000,13,24.5,997.2,23.8,0,ENE,0.9,Aotizhongxin
29749,2016,7,22,12,97,97,2,20,1000,135,29.9,996.9,23.8,0,ESE,1.5,Aotizhongxin
29761,2016,7,23,0,129,129,2,24,900,79,27.7,997.1,24.3,0,SSW,0.9,Aotizhongxin
29773,2016,7,23,12,152,152,2,32,1100,153,31.7,996.8,25.6,0,SSE,1.9,Aotizhongxin
29785,2016,7,24,0,39,39,2,31,800,58,24.6,999.3,23,0,NNW,1.1,Aotizhongxin
29797,2016,7,24,12,74,81,2,19,800,159,31.6,1000.6,24.7,0,ENE,1.7,Aotizhongxin
29809,2016,7,25,0,55,55,2,39,800,48,27.4,999.8,24.7,0.1,ENE,1.5,Aotizhongxin
29821,2016,7,25,12,43,43,2,28,700,76,28.6,997.5,25.4,0,E,1.9,Aotizhongxin
29833,2016,7,26,0,NA,NA,NA,NA,NA,NA,27.3,999.5,18.6,0,NE,1.8,Aotizhongxin
29845,2016,7,26,12,NA,NA,NA,NA,NA,NA,31.5,999.7,17.8,0,NW,1.2,Aotizhongxin
29857,2016,7,27,0,29,53,2,46,500,65,28.9,999,23.8,0,WSW,1.5,Aotizhongxin
29869,2016,7,27,12,38,44,2,30,700,190,32.7,997.5,22.8,0,E,1.4,Aotizhongxin
29881,2016,7,28,0,17,17,2,51,600,69,24.1,997.9,20.4,0,WNW,1.9,Aotizhongxin
29893,2016,7,28,12,36,42,2,48,700,136,31.3,997.3,21.2,0,WSW,1.1,Aotizhongxin
29905,2016,7,29,0,107,107,2,107,1300,11,28.5,998.4,24.5,0,NE,1.2,Aotizhongxin
29917,2016,7,29,12,149,149,2,46,1200,136,29.7,1001.4,23.9,0,ESE,1.9,Aotizhongxin
29929,2016,7,30,0,119,119,2,40,1200,121,29.4,1002.9,25.8,0,SE,1.6,Aotizhongxin
29941,2016,7,30,12,228,228,2,45,2200,74,28.8,1004.1,26,0,ESE,2.4,Aotizhongxin
29953,2016,7,31,0,45,45,2,41,800,85,24.3,1005.9,21.2,0,NE,1.1,Aotizhongxin
29965,2016,7,31,12,73,73,2,54,1200,61,26.8,1005.4,22.6,0,ENE,2,Aotizhongxin
29977,2016,8,1,0,49,49,2,83,900,27,26.8,1005,23.3,0,N,1,Aotizhongxin
29989,2016,8,1,12,45,45,NA,NA,NA,99,30.2,1005.7,23.6,0,E,1.1,Aotizhongxin
30001,2016,8,2,0,136,136,2,60,2500,67,26.4,1005.6,24.6,0,SW,0.2,Aotizhongxin
30013,2016,8,2,12,NA,NA,NA,NA,NA,NA,32.1,1006.1,21.3,0,E,2.8,Aotizhongxin
30025,2016,8,3,0,44,44,2,33,800,115,29,1006,22.5,0,WSW,1.3,Aotizhongxin
30037,2016,8,3,12,44,44,2,19,700,203,33.5,1005.7,22.6,0,E,1,Aotizhongxin
30049,2016,8,4,0,71,71,2,34,1100,126,30,1005.8,24.2,0,SSW,1.7,Aotizhongxin
30061,2016,8,4,12,129,129,2,56,1800,177,32.4,1005.5,24.7,0,ESE,1.9,Aotizhongxin
30073,2016,8,5,0,47,47,2,23,800,105,28.7,1006.4,22.7,0,SSE,1.4,Aotizhongxin
30085,2016,8,5,12,54,54,3,18,700,144,31.5,1005.9,22.8,0,ESE,2.2,Aotizhongxin
30097,2016,8,6,0,103,103,2,33,800,105,28.7,1003.8,24.9,0,SE,0.8,Aotizhongxin
30109,2016,8,6,12,101,101,4,32,1000,181,31.7,1001.9,23.8,0,SSW,3.1,Aotizhongxin
30121,2016,8,7,0,18,18,2,12,500,116,25.2,1001.5,22.5,1.3,WSW,1.4,Aotizhongxin
30133,2016,8,7,12,24,24,2,22,700,89,28.3,1004.9,22.8,0,NNW,1,Aotizhongxin
30145,2016,8,8,0,31,31,2,56,700,45,27.4,1005.9,21.9,0,SE,2,Aotizhongxin
30157,2016,8,8,12,22,22,2,11,400,131,31.6,1005.7,17.9,0,E,2.9,Aotizhongxin
30169,2016,8,9,0,30,30,4,38,1100,121,25.7,1005.5,16.3,0,ESE,1.1,Aotizhongxin
30181,2016,8,9,12,47,47,7,40,1000,164,31.2,1004,17.9,0,ENE,1.6,Aotizhongxin
30193,2016,8,10,0,37,37,2,25,800,96,28.4,1003.4,24,0,SSW,1.5,Aotizhongxin
30205,2016,8,10,12,63,63,2,14,700,157,32.8,1002.7,23.4,0,SW,2.4,Aotizhongxin
30217,2016,8,11,0,63,63,2,16,600,109,30.5,1001.9,25.1,0,SSW,2.6,Aotizhongxin
30229,2016,8,11,12,82,82,6,19,1000,163,34.9,1002.3,25.4,0,SW,2,Aotizhongxin
30241,2016,8,12,0,72,72,2,38,700,76,31.9,1001.5,26.5,0,SSW,1.4,Aotizhongxin
30253,2016,8,12,12,70,70,2,32,1000,113,29.7,1000.3,22.9,0,N,5.1,Aotizhongxin
30265,2016,8,13,0,24,24,2,49,600,22,25.9,1001.3,22.8,0,NE,1.1,Aotizhongxin
30277,2016,8,13,12,30,30,2,56,900,16,28.9,1001.9,23.1,0,N,1.2,Aotizhongxin
30289,2016,8,14,0,13,13,2,62,400,17,27.3,1001.3,14.3,0,NW,2,Aotizhongxin
30301,2016,8,14,12,6,6,2,14,300,112,33.4,1002.3,17.6,0,N,1.8,Aotizhongxin
30313,2016,8,15,0,69,69,3,70,1300,96,29.2,1002.7,21.9,0,SE,0.9,Aotizhongxin
30325,2016,8,15,12,13,13,2,14,500,92,25.8,1005.7,16.9,0,WSW,1.7,Aotizhongxin
30337,2016,8,16,0,12,12,2,41,500,33,20.8,1003.2,18.4,0,NE,0.1,Aotizhongxin
30349,2016,8,16,12,33,33,2,31,500,135,29.3,1002,19.3,0,E,1.8,Aotizhongxin
30361,2016,8,17,0,31,31,2,35,500,77,26.7,999.9,19.6,0,WSW,1.4,Aotizhongxin
30373,2016,8,17,12,77,77,2,88,1100,7,27.3,1000.5,21.6,0,NW,0.2,Aotizhongxin
30385,2016,8,18,0,117,117,2,48,1000,58,24.4,999.4,23.2,0,E,1,Aotizhongxin
30397,2016,8,18,12,68,68,2,64,2300,4,23,996.9,22.3,3.2,E,1.8,Aotizhongxin
30409,2016,8,19,0,47,47,2,56,2100,7,23.2,998.8,22.5,0,NE,0.5,Aotizhongxin
30421,2016,8,19,12,12,12,2,12,400,120,30.5,1001.8,20.1,0,ENE,3.4,Aotizhongxin
30433,2016,8,20,0,23,23,2,35,1100,100,26.3,1005.4,21.3,0,SW,1.5,Aotizhongxin
30445,2016,8,20,12,63,63,2,24,800,151,29.8,1005.2,21.5,0,SE,1.2,Aotizhongxin
30457,2016,8,21,0,57,57,2,43,900,101,25.7,1003.9,23.2,0,W,0.6,Aotizhongxin
30469,2016,8,21,12,45,45,2,18,700,206,32.2,1005.2,21.4,0,NNW,1.2,Aotizhongxin
30481,2016,8,22,0,74,74,4,28,2000,137,28,1007.6,20.8,0,SSW,1.5,Aotizhongxin
30493,2016,8,22,12,31,31,8,12,500,166,32.3,1007.6,18.1,0,WSW,2.6,Aotizhongxin
30505,2016,8,23,0,50,50,6,27,500,120,28.2,1005.4,20.7,0,S,1.6,Aotizhongxin
30517,2016,8,23,12,47,47,13,29,600,130,30.1,1002.7,17.9,0,SE,1.9,Aotizhongxin
30529,2016,8,24,0,63,63,6,46,900,71,26.5,1001,21.5,0,NE,0.8,Aotizhongxin
30541,2016,8,24,12,78,78,4,46,1000,124,28.9,1000.5,21.1,0,WSW,1.3,Aotizhongxin
30553,2016,8,25,0,101,106,2,67,1100,58,27.6,999.8,23.4,0,N,0.8,Aotizhongxin
30565,2016,8,25,12,8,8,2,20,200,59,27.1,1009,11.6,0,NE,4.9,Aotizhongxin
30577,2016,8,26,0,15,25,2,67,400,2,19.6,1012.7,10.8,0,NE,0.4,Aotizhongxin
30589,2016,8,26,12,3,7,2,10,100,84,28.3,1012.8,8.6,0,E,1.4,Aotizhongxin
30601,2016,8,27,0,26,66,2,92,600,2,20.5,1010.3,12.5,0,SW,0.1,Aotizhongxin
30613,2016,8,27,12,17,29,5,19,300,76,30.4,1008.4,8.2,0,NW,1.8,Aotizhongxin
30625,2016,8,28,0,12,12,2,54,200,16,23.3,1008.2,7.8,0,NNW,1.8,Aotizhongxin
30637,2016,8,28,12,3,6,3,14,200,85,30.8,1008.4,9.1,0,NNE,2.6,Aotizhongxin
30649,2016,8,29,0,23,58,2,76,300,30,23.1,1006.7,12.4,0,W,0.3,Aotizhongxin
30661,2016,8,29,12,9,15,4,27,300,108,30.6,1008.6,9.5,0,ESE,3,Aotizhongxin
30673,2016,8,30,0,29,70,2,81,600,32,22.4,1006.7,15,0,SW,0,Aotizhongxin
30685,2016,8,30,12,32,32,2,27,500,181,29.9,1002.3,12.8,0,NE,2.1,Aotizhongxin
30697,2016,8,31,0,36,49,2,77,900,42,23.1,996.6,16.6,0,NE,1.2,Aotizhongxin
30709,2016,8,31,12,11,15,2,13,500,100,32.1,992,6.3,0,NNW,3.5,Aotizhongxin
30721,2016,9,1,0,7,25,2,69,500,21,26.9,991.2,-1.1,0,WNW,1.5,Aotizhongxin
30733,2016,9,1,12,6,19,2,7,200,89,24.9,992.3,8.4,0,NE,3.6,Aotizhongxin
30745,2016,9,2,0,9,26,2,37,300,5,21.5,996.1,12.9,0,E,1.2,Aotizhongxin
30757,2016,9,2,12,16,16,2,10,400,61,28.6,998.1,12.1,0,N,2.1,Aotizhongxin
30769,2016,9,3,0,7,15,2,26,400,7,21.4,1002.1,16.8,0,NE,0.2,Aotizhongxin
30781,2016,9,3,12,10,10,3,27,300,55,29,1003.3,15.5,0,ESE,1.4,Aotizhongxin
30793,2016,9,4,0,44,66,5,49,700,105,25,1004.6,17.2,0,ESE,1.6,Aotizhongxin
30805,2016,9,4,12,146,146,8,54,1900,106,29.3,1005.9,18.4,0,S,1.6,Aotizhongxin
30817,2016,9,5,0,28,28,2,29,400,99,21.3,1007.2,16.9,0,E,1.5,Aotizhongxin
30829,2016,9,5,12,29,29,4,21,500,99,29.5,1006.4,14.1,0,N,2.8,Aotizhongxin
30841,2016,9,6,0,41,58,2,88,800,23,24.1,1005.5,18.1,0,NE,1.5,Aotizhongxin
30853,2016,9,6,12,13,13,6,24,500,61,30.9,1004.7,11.3,0,NNW,2.5,Aotizhongxin
30865,2016,9,7,0,NA,NA,NA,NA,NA,NA,25.4,1002.1,15.1,0,WSW,3,Aotizhongxin
30877,2016,9,7,12,60,60,6,47,700,87,28.2,1002.1,14.1,0,SSE,1.8,Aotizhongxin
30889,2016,9,8,0,22,22,2,66,500,14,18.8,1003,17.6,0,SW,0,Aotizhongxin
30901,2016,9,8,12,16,16,2,37,600,78,28.4,1002.6,12.3,0,W,2,Aotizhongxin
30913,2016,9,9,0,33,68,2,98,700,28,22.7,1003.4,16,0,SW,0.1,Aotizhongxin
30925,2016,9,9,12,11,11,5,16,400,64,29.5,1004.5,12,0,NE,1.2,Aotizhongxin
30937,2016,9,10,0,22,43,3,76,500,2,24.1,1005.7,13.9,0,NE,1.9,Aotizhongxin
30949,2016,9,10,12,10,17,2,22,200,73,28.6,1006.4,11.6,0,ESE,1.7,Aotizhongxin
30961,2016,9,11,0,54,172,4,126,1200,5,24.3,1006.6,18,0,ESE,1.7,Aotizhongxin
30973,2016,9,11,12,20,21,2,27,600,114,24.6,1010,15.2,0,ESE,2.1,Aotizhongxin
30985,2016,9,12,0,20,20,2,41,500,59,18.4,1012.6,16.9,0,SSW,0.4,Aotizhongxin
30997,2016,9,12,12,28,28,2,14,600,113,25.3,1013.4,15.3,0,ESE,1.4,Aotizhongxin
31009,2016,9,13,0,61,74,2,81,800,41,21.8,1013.7,19.4,0,S,0.5,Aotizhongxin
31021,2016,9,13,12,129,129,2,46,1000,88,25.2,1014.4,19.3,0,E,1.4,Aotizhongxin
31033,2016,9,14,0,92,122,2,66,1000,61,21.8,1013.7,19.2,0,ENE,0.9,Aotizhongxin
31045,2016,9,14,12,149,149,4,63,1300,112,27.15,1013,18.5,0,SW,2.8,Aotizhongxin
31057,2016,9,15,0,43,52,2,95,800,2,23.175,1011,17.8,0,NE,1.2,Aotizhongxin
31069,2016,9,15,12,66,66,4,26,600,143,28.2,1010.4,18,0,E,1.7,Aotizhongxin
31081,2016,9,16,0,190,190,2,47,1300,102,23.4,1009.2,21.1,0,ENE,1,Aotizhongxin
31093,2016,9,16,12,200,200,6,32,1400,157,28.4,1008.4,21.7,0,SE,0.6,Aotizhongxin
31105,2016,9,17,0,71,71,2,32,700,93,21.2,1011.3,18.4,0,NE,1.1,Aotizhongxin
31117,2016,9,17,12,21,21,2,28,400,51,22.8,1014.6,14.9,0,E,1.6,Aotizhongxin
31129,2016,9,18,0,25,25,2,35,400,23,18.3,1015.4,17,0.8,ENE,1.6,Aotizhongxin
31141,2016,9,18,12,26,26,2,27,400,36,21.7,1016.2,16.4,0,E,1.2,Aotizhongxin
31153,2016,9,19,0,15,15,2,48,300,2,17.6,1018,12.9,0,NNE,1.7,Aotizhongxin
31165,2016,9,19,12,3,6,2,9,100,72,22.6,1018.2,8.7,0,N,2.1,Aotizhongxin
31177,2016,9,20,0,19,50,2,73,700,2,15,1016.5,12.9,0,SW,0.5,Aotizhongxin
31189,2016,9,20,12,16,16,2,29,300,63,24.9,1016.6,8.4,0,WSW,1,Aotizhongxin
31201,2016,9,21,0,44,84,2,122,800,9,16.5,1015,11.6,0,NNE,0.5,Aotizhongxin
31213,2016,9,21,12,74,130,8,76,900,18,19.7,1016.1,13.8,0,ENE,1.1,Aotizhongxin
31225,2016,9,22,0,101,122,6,104,1100,2,17.775,1014,14.5,0,NE,1.7,Aotizhongxin
31237,2016,9,22,12,98,99,13,46,900,82,22.7,1011.75,14.4,0,NE,1.8,Aotizhongxin
31249,2016,9,23,0,120,120,6,52,1000,66,20.3,1010.25,16.8,0.8,SW,1.4,Aotizhongxin
31261,2016,9,23,12,127,127,2,41,1100,130,23.125,1008.25,16.9,0,SE,1.4,Aotizhongxin
31273,2016,9,24,0,193,193,3,128,1500,33,20.825,1007.75,17.3,0,NE,0.8,Aotizhongxin
31285,2016,9,24,12,90,107,3,77,1000,101,24.5,1006.25,17.2,0,SW,1.4,Aotizhongxin
31297,2016,9,25,0,236,241,3,153,1700,6,21.7,1007.1,18.9,0,NNE,1.1,Aotizhongxin
31309,2016,9,25,12,129,129,2,38,1000,88,25.2,1011,18.7,0,SE,1.6,Aotizhongxin
31321,2016,9,26,0,89,89,2,37,1000,64,NA,NA,NA,NA,NE,2.4,Aotizhongxin
31333,2016,9,26,12,48,48,2,56,900,40,19.3,1011,18.1,0.1,NE,2,Aotizhongxin
31345,2016,9,27,0,87,87,2,82,1600,2,19,1010.1,18.3,0,W,0.7,Aotizhongxin
31357,2016,9,27,12,5,6,2,10,300,68,18.875,1018,1.9,0,NE,5.9,Aotizhongxin
31369,2016,9,28,0,11,22,2,54,200,11,13.85,1023,3.9,0,NE,1.5,Aotizhongxin
31381,2016,9,28,12,8,10,NA,NA,NA,47,17.775,1023.5,-0.9,0,SE,1.7,Aotizhongxin
31393,2016,9,29,0,43,106,2,85,1100,2,10.73333333,1019,5.7,0,NA,0,Aotizhongxin
31405,2016,9,29,12,52,86,NA,74,700,42,19.9,1015.6,2.7,0,S,3.2,Aotizhongxin
31417,2016,9,30,0,112,203,3,131,1400,2,15,1012.6,9.1,0,NE,1.2,Aotizhongxin
31429,2016,9,30,12,97,99,NA,56,800,103,21.3,1011.6,8.9,0,ENE,1.5,Aotizhongxin
31441,2016,10,1,0,133,164,9,125,1400,43,17.6,1009.8,10.7,0,SE,1.3,Aotizhongxin
31453,2016,10,1,12,200,208,13,80,1500,118,22.6,1010.4,13.1,0,SW,0.8,Aotizhongxin
31465,2016,10,2,0,212,225,3,163,1600,2,17.4,1011.5,14.3,0,ENE,0.7,Aotizhongxin
31477,2016,10,2,12,183,183,5,50,1200,117,21,1009.5,12.9,0,E,1.4,Aotizhongxin
31489,2016,10,3,0,100,100,2,52,1100,36,20.6,1005,17,0,SE,1.5,Aotizhongxin
31501,2016,10,3,12,160,160,3,39,1100,115,25.2,1007.2,17.1,0,E,1.6,Aotizhongxin
31513,2016,10,4,0,132,132,3,29,1100,87,21.3,1011.3,13,0,ESE,3.6,Aotizhongxin
31525,2016,10,4,12,19,60,2,42,700,17,16.7,1010.5,12.8,0,NE,1.4,Aotizhongxin
31537,2016,10,5,0,27,27,2,42,1100,2,14.4,1012.3,13.4,0,E,0.5,Aotizhongxin
31549,2016,10,5,12,60,60,2,32,1000,45,18.9,1014,13.1,0,S,2.5,Aotizhongxin
31561,2016,10,6,0,94,112,2,81,1700,2,14,1018.4,13,0,E,0.4,Aotizhongxin
31573,2016,10,6,12,63,63,2,47,1800,4,16.4,1022,12.7,0,ESE,1.9,Aotizhongxin
31585,2016,10,7,0,43,43,2,28,800,39,13.9,1019.8,12.6,3.2,SE,2,Aotizhongxin
31597,2016,10,7,12,40,40,2,52,1900,5,13.1,1014.6,12.3,1.2,E,1.1,Aotizhongxin
31609,2016,10,8,0,3,6,2,17,200,55,15.1,1015.1,-1.1,0,WNW,2.8,Aotizhongxin
31621,2016,10,8,12,15,15,3,12,300,67,15.1,1019,-1.5,0,NW,3.4,Aotizhongxin
31633,2016,10,9,0,26,73,2,68,1000,2,7.1,1020.7,5.4,0,SW,0.5,Aotizhongxin
31645,2016,10,9,12,29,58,3,60,700,15,13.9,1019.8,4.2,0,SSE,1.1,Aotizhongxin
31657,2016,10,10,0,52,97,5,78,800,2,7.5,1016.5,5.5,0,E,1.1,Aotizhongxin
31669,2016,10,10,12,82,103,15,61,1000,32,15.7,1014,5.9,0,E,1.1,Aotizhongxin
31681,2016,10,11,0,131,149,4,106,1500,6,10.2,1014.1,8.8,0,W,0.5,Aotizhongxin
31693,2016,10,11,12,136,171,15,63,1700,61,17.6,1018.3,10.5,0,ESE,3.2,Aotizhongxin
31705,2016,10,12,0,47,57,2,64,900,10,13.3,1021.5,7.5,0,SE,1.2,Aotizhongxin
31717,2016,10,12,12,76,91,3,68,1300,16,16.5,1021.2,9.4,0,SSW,1.5,Aotizhongxin
31729,2016,10,13,0,118,151,2,95,1700,2,13.8,1017.1,11.7,0,ENE,0.4,Aotizhongxin
31741,2016,10,13,12,163,170,5,76,1400,59,19,1015.7,12.5,0,NW,0.7,Aotizhongxin
31753,2016,10,14,0,225,225,2,145,2400,2,14,1015.3,13.2,0,NNE,0.5,Aotizhongxin
31765,2016,10,14,12,243,243,3,74,1600,67,19.5,1017.2,14.1,0,SSE,1.3,Aotizhongxin
31777,2016,10,15,0,268,268,2,151,2500,2,13.2,1018.5,12.6,0,SW,0,Aotizhongxin
31789,2016,10,15,12,194,194,4,103,2000,3,15.9,1018.9,12.8,0,ESE,1.4,Aotizhongxin
31801,2016,10,16,0,177,177,4,103,1700,2,14.9,1017.5,13.4,0,SSE,1.1,Aotizhongxin
31813,2016,10,16,12,128,128,3,48,800,42,17.9,1013.7,13,0,SSW,1.7,Aotizhongxin
31825,2016,10,17,0,137,137,2,74,1500,2,12.7,1014.8,11.9,0,N,0.8,Aotizhongxin
31837,2016,10,17,12,25,25,2,32,300,53,20.4,1017.7,2.2,0,S,1.5,Aotizhongxin
31849,2016,10,18,0,109,115,2,54,1600,34,14.3,1018.1,12.2,0,ESE,1.2,Aotizhongxin
31861,2016,10,18,12,101,185,3,73,1400,3,17,1016.5,13.3,0,ESE,1.5,Aotizhongxin
31873,2016,10,19,0,192,192,4,95,2600,2,16.7,1013.6,14,0,SE,1.1,Aotizhongxin
31885,2016,10,19,12,237,237,5,85,2000,37,19.4,1011.9,14.9,0,SSE,1.5,Aotizhongxin
31897,2016,10,20,0,239,239,2,116,2400,2,15.1,1015,14.5,0,E,0.3,Aotizhongxin
31909,2016,10,20,12,30,89,8,52,1200,18,14.7,1019,4.9,0,SW,1.4,Aotizhongxin
31921,2016,10,21,0,38,38,2,62,800,2,11,1018,8.4,0,NNW,1.3,Aotizhongxin
31933,2016,10,21,12,60,60,2,52,800,14,10.9,1015.6,7.8,0,SSE,1.2,Aotizhongxin
31945,2016,10,22,0,41,41,2,64,1000,2,11.1,1014.6,10,0,NE,1.2,Aotizhongxin
31957,2016,10,22,12,3,6,2,10,300,40,13.8,1019.6,4.1,0,ENE,3.2,Aotizhongxin
31969,2016,10,23,0,14,37,2,43,500,2,9.625,1021.5,1.5,0,SE,1.3,Aotizhongxin
31981,2016,10,23,12,21,21,4,23,500,38,13.9,1019.5,0.5,0,SE,1.5,Aotizhongxin
31993,2016,10,24,0,47,98,2,72,800,7,10.675,1017,3,0,SW,0.9,Aotizhongxin
32005,2016,10,24,12,42,91,2,67,1000,2,10.4,1013.9,5.6,0,E,0.8,Aotizhongxin
32017,2016,10,25,0,89,121,2,79,1400,2,7.78,1011,6.6,0,NA,0.1,Aotizhongxin
32029,2016,10,25,12,98,133,2,101,1600,4,15.7,1010.3,8.7,0,SSE,1.2,Aotizhongxin
32041,2016,10,26,0,134,163,2,90,1800,2,10.25,1014,9,0,NE,1.2,Aotizhongxin
32053,2016,10,26,12,3,6,2,25,200,51,16.4,1021.4,-5.4,0,NE,1.5,Aotizhongxin
32065,2016,10,27,0,26,63,8,56,900,9,11.075,1024.75,3.8,0,SE,2.4,Aotizhongxin
32077,2016,10,27,12,59,115,10,64,2100,2,9.85,1023,3,0,NE,1.7,Aotizhongxin
32089,2016,10,28,0,18,18,2,47,700,2,8.2,1023,6.3,0.1,NW,1.7,Aotizhongxin
32101,2016,10,28,12,18,18,2,10,200,62,12.1,1026.9,-7.4,0,NNW,3.1,Aotizhongxin
32113,2016,10,29,0,12,28,2,61,400,2,4,1029,-0.6,0,WNW,0.6,Aotizhongxin
32125,2016,10,29,12,18,47,6,39,500,34,10.9,1027.7,-7.4,0,SSW,3.1,Aotizhongxin
32137,2016,10,30,0,45,87,2,73,600,2,7.8,1021.8,-3.1,0,SSW,2.3,Aotizhongxin
32149,2016,10,30,12,103,134,7,79,1400,7,8.8,1020.3,0.7,0,NE,1.9,Aotizhongxin
32161,2016,10,31,0,3,6,2,10,100,61,4.6,1030.8,-17.1,0,NNW,4.2,Aotizhongxin
32173,2016,10,31,12,7,16,7,9,200,57,4.2,1033.9,-18.1,0,NNW,3.5,Aotizhongxin
32185,2016,11,1,0,4,31,5,43,300,24,1.8,1033.2,-11.7,0,WNW,1.1,Aotizhongxin
32197,2016,11,1,12,36,74,12,61,700,22,6.4,1030.1,-9.5,0,WSW,1.8,Aotizhongxin
32209,2016,11,2,0,76,127,8,87,1100,2,0,1026,-3.6,0,SW,0,Aotizhongxin
32221,2016,11,2,12,89,128,13,92,1400,17,9.5,1021.8,-2.8,0,SW,1.9,Aotizhongxin
32233,2016,11,3,0,169,192,8,109,2200,2,4,1019.3,0.7,0,NE,0.7,Aotizhongxin
32245,2016,11,3,12,166,190,16,108,2300,17,10.5,1013.9,1.3,0,SE,1.5,Aotizhongxin
32257,2016,11,4,0,257,315,5,103,4000,2,3.5,1010.1,2.8,0,ENE,0.8,Aotizhongxin
32269,2016,11,4,12,291,291,6,146,3200,16,11.1,1004.6,5.2,0,SE,1.2,Aotizhongxin
32281,2016,11,5,0,235,240,2,134,4300,2,6.4,1004,5.8,0,ENE,1.2,Aotizhongxin
32293,2016,11,5,12,169,169,7,75,2300,29,11.7,1010.5,6.4,0,ESE,6.3,Aotizhongxin
32305,2016,11,6,0,125,129,2,64,1400,33,7.6,1022.4,0.6,0,SSE,1,Aotizhongxin
32317,2016,11,6,12,45,45,13,37,1500,47,9,1023.8,-3.9,0,SSW,2.6,Aotizhongxin
32329,2016,11,7,0,119,143,5,99,1900,2,7.8,1021.6,0,0,S,0.8,Aotizhongxin
32341,2016,11,7,12,8,8,2,13,800,52,11.4,1026.1,-3.9,0,NW,4.9,Aotizhongxin
32353,2016,11,8,0,11,16,2,52,900,12,3.5,1030.5,-6.2,0,E,0.6,Aotizhongxin
32365,2016,11,8,12,30,48,4,NA,NA,33,9.9,1029.9,-6.5,0,SW,2.9,Aotizhongxin
32377,2016,11,9,0,90,112,11,82,1200,2,2,1029.9,-1.1,0,NNE,0.8,Aotizhongxin
32389,2016,11,9,12,197,242,16,118,3500,5,5.8,1025.6,0.1,0,ESE,1.6,Aotizhongxin
32401,2016,11,10,0,229,229,15,106,3200,3,3.3,1018.1,1.7,0,NNE,0.9,Aotizhongxin
32413,2016,11,10,12,221,229,6,NA,NA,6,7.6,1009,3.4,0,SSW,2,Aotizhongxin
32425,2016,11,11,0,23,23,3,76,700,2,6.8,1009.9,-6.6,0,NNW,1.3,Aotizhongxin
32437,2016,11,11,12,97,106,10,66,1200,12,7.7,1009.7,-1.3,0,ENE,2.1,Aotizhongxin
32449,2016,11,12,0,63,122,8,85,1600,2,2.1,1013.6,-0.2,0,NE,0.2,Aotizhongxin
32461,2016,11,12,12,67,115,15,63,1300,21,11.7,1016.5,0.4,0,S,1.7,Aotizhongxin
32473,2016,11,13,0,38,42,2,65,700,2,8.2,1016.8,4.2,0,ESE,1.7,Aotizhongxin
32485,2016,11,13,12,92,142,8,73,2700,2,8.7,1012.9,3.9,0,ESE,0.9,Aotizhongxin
32497,2016,11,14,0,167,219,6,103,3700,2,6.1,1012.3,4.9,0,ENE,0.9,Aotizhongxin
32509,2016,11,14,12,24,28,2,12,200,70,12,1018.9,-15.6,0,NW,4.6,Aotizhongxin
32521,2016,11,15,0,13,20,5,69,500,2,2.5,1023.6,-9.8,0,NE,0.6,Aotizhongxin
32533,2016,11,15,12,45,45,18,65,1300,20,9,1022.4,-11.6,0,ESE,3.4,Aotizhongxin
32545,2016,11,16,0,147,147,12,97,3200,3,2.7,1018.2,0.8,0,NNE,0.9,Aotizhongxin
32557,2016,11,16,12,96,96,20,64,1500,21,9.6,1015.9,-0.1,0,N,2.4,Aotizhongxin
32569,2016,11,17,0,204,222,18,123,4600,4,2.4,1020,0.9,0,NE,0.9,Aotizhongxin
32581,2016,11,17,12,82,101,24,59,1900,9,6.7,1020.4,-2,0,SSE,2,Aotizhongxin
32593,2016,11,18,0,162,229,16,84,4100,2,6.5,1015.5,0.2,0,E,0.9,Aotizhongxin
32605,2016,11,18,12,198,303,17,105,4100,2,7.8,1010,3.1,0,ESE,1.4,Aotizhongxin
32617,2016,11,19,0,209,249,5,94,3300,2,7,1009.8,6.1,0,NNE,0.8,Aotizhongxin
32629,2016,11,19,12,31,31,6,17,500,59,13.1,1014.2,-2,0,E,2,Aotizhongxin
32641,2016,11,20,0,110,110,2,59,1700,2,7.4,1021.2,4.5,0,SE,2.4,Aotizhongxin
32653,2016,11,20,12,73,78,2,52,1700,2,3.4,1021.1,-0.6,0,E,1.9,Aotizhongxin
32665,2016,11,21,0,11,11,2,15,400,47,0.5,1022.3,-1.1,0.3,NE,2.6,Aotizhongxin
